1,1,574,159,32,77,1
2,1,574.99,161.83,29.845,70.374,1
3,1,574.24,161.52,29.967,70.448,1
4,1,574.17,161.34,30.006,70.356,1
5,1,574.35,161.25,30.052,70.338,1
6,1,574.44,161.25,30.054,70.325,1
7,1,574.4,161.18,30.082,70.322,1
8,1,574.56,161.15,30.14,70.362,1
9,1,574.75,161.13,30.062,70.347,1
11,1,575.45,161.65,30.222,70.52,1
12,1,576.07,162,30.096,70.444,1
13,1,576.19,162.17,30.169,70.409,1
14,1,576.3,162.21,30.187,70.405,1
15,1,576.65,162.2,30.309,70.425,1
16,1,576.73,162.02,30.364,70.613,1
17,1,576.6,161.91,30.272,70.639,1
18,1,576.23,161.9,30.135,70.627,1
19,1,575.87,162.23,30.271,70.535,1
21,1,574.37,163.66,30.202,70.642,1
22,1,574.11,163.79,30.19,70.667,1
23,1,574.24,163.68,30.393,70.648,1
24,1,574.4,163.5,30.416,70.673,1
25,1,574.29,163.41,30.326,70.657,1
26,1,574.04,163.35,30.37,70.63,1
27,1,574.2,163.23,30.367,70.631,1
28,1,574.67,163.32,30.458,70.571,1
29,1,574.87,163.35,30.437,70.576,1
31,1,575.54,163.44,30.332,70.761,1
32,1,575.72,163.49,30.509,70.675,1
33,1,575.91,163.51,30.539,70.752,1
34,1,576.17,163.75,30.478,70.734,1
35,1,576.31,163.88,30.555,70.636,1
36,1,576.17,163.96,30.537,70.658,1
37,1,576.05,163.95,30.553,70.747,1
38,1,576.02,163.89,30.604,70.709,1
39,1,575.81,163.79,30.661,70.797,1
41,1,574.84,163.83,30.702,70.781,1
42,1,574.71,163.75,30.815,70.739,1
43,1,574.45,163.66,30.717,70.786,1
44,1,573.81,163.61,30.823,70.784,1
45,1,573.75,163.61,30.843,70.742,1
46,1,573.84,163.48,30.763,70.753,1
47,1,573.47,163.11,30.77,70.794,1
48,1,573.02,162.8,30.876,70.894,1
49,1,573.2,162.46,30.901,70.829,1
1,2,942,328,35,84,1
2,2,943.61,329,32.076,81.17,1
3,2,942.76,328.54,32.597,81.652,1
4,2,942.49,328.08,33.109,82.574,1
5,2,942.43,327.86,33.745,83.477,1
6,2,942.24,327.61,34.382,84.312,1
7,2,941.83,327.3,35.164,85.13,1
8,2,941.63,326.96,36.008,86.281,1
9,2,941.38,326.56,37.024,87.463,1
10,2,949,360,30,71,1
10,2,939,326,32,77,1
11,2,939.15,329.15,32.857,75.383,1
12,2,939.18,329.35,33.895,76.612,1
13,2,938.88,329.39,34.875,77.54,1
14,2,938.54,329.29,35.949,77.785,1
15,2,938.38,329.29,36.962,77.934,1
16,2,937.88,329.09,38.375,77.994,1
17,2,936.87,328.76,39.967,78.262,1
18,2,935.61,328.75,41.742,78.77,1
19,2,934.18,329.14,43.705,79.141,1
20,2,935,331,25,59,1
21,2,935.61,333.11,20.345,57.016,1
22,2,934.56,332.81,20.526,57.486,1
23,2,934.15,332.21,20.541,58.1,1
24,2,933.66,331.52,20.466,58.581,1
25,2,932.76,331.12,20.297,59.213,1
26,2,931.82,330.74,20.164,59.711,1
27,2,931.5,330.31,20.553,60.002,1
28,2,931.45,330.26,20.505,60.093,1
29,2,931.2,330.12,20.514,60.001,1
30,2,927,325,27,65,1
31,2,928.87,329.26,23.602,54.624,1
32,2,928.75,329.27,23.5,54.41,1
33,2,928.53,329.25,23.371,54.348,1
34,2,928.38,329.4,23.237,54.222,1
35,2,928.17,329.29,23.18,54.037,1
36,2,927.58,329.04,23.033,54.487,1
37,2,927.08,328.63,22.919,54.373,1
38,2,926.7,328,22.839,54.236,1
39,2,925.63,327.47,22.942,54.386,1
40,2,921,322,25,59,1
41,2,922.84,325.41,18.781,50.787,1
42,2,922,325.1,18.93,51.214,1
43,2,920.87,324.93,19.057,51.488,1
44,2,919.73,324.82,19.04,51.444,1
45,2,919.27,324.78,18.907,50.643,1
46,2,918.84,324.56,18.763,50.032,1
47,2,917.8,324.2,18.697,50.042,1
48,2,916.6,324.03,18.703,49.817,1
49,2,915.99,323.46,18.651,49.658,1
50,2,911,315,27,65,1
1,3,1131,402,35,84,1
2,3,1131.9,407.87,32.145,72.453,1
3,3,1129.5,406.63,31.37,73.377,1
4,3,1127.5,405.51,31.081,74.718,1
5,3,1126.7,404.78,29.915,75.871,1
6,3,1124.8,404.15,30.132,76.391,1
7,3,1123.1,403.53,30.178,76.39,1
8,3,1121.9,403.16,29.952,76.076,1
9,3,1120.9,402.86,29.663,75.627,1
10,3,1124,395,35,84,1
11,3,1122.3,400.41,32.549,77.366,1
12,3,1121.3,400.62,33.102,76.738,1
13,3,1119.7,400.59,33.736,76.399,1
14,3,1118.2,400.27,34.161,76.293,1
15,3,1117,400.06,34.179,76.3,1
16,3,1115.5,399.41,34.369,76.166,1
17,3,1113.8,398.58,34.002,76.158,1
18,3,1112.2,398.28,33.146,75.933,1
19,3,1110.5,398.23,32.79,75.559,1
20,3,1106,394,32,77,1
21,3,1103.2,401.02,28.148,67.952,1
22,3,1101.5,400.63,28.235,68.501,1
23,3,1100,400.2,28.639,68.58,1
24,3,1098.6,399.66,28.806,68.504,1
25,3,1097.7,399.61,27.991,68.335,1
26,3,1096.8,399.54,27.449,68.405,1
27,3,1096.7,399.31,27.328,68.526,1
28,3,1096.6,399.28,27.395,68.512,1
29,3,1096,399.16,27.475,68.63,1
30,3,1088,388,32,77,1
30,3,1100,394,32,77,1
31,3,1098.2,396.04,28.792,70.86,1
32,3,1096.8,395.64,28.71,70.955,1
33,3,1095.3,395.31,28.66,70.864,1
34,3,1094,395.03,28.33,70.55,1
35,3,1092.3,394.5,28.167,69.274,1
36,3,1090.2,393.94,28.041,68.494,1
37,3,1088.4,393.4,27.697,68.214,1
38,3,1086.3,392.6,28.182,68.295,1
39,3,1084.6,392.1,27.953,68.398,1
40,3,1077,375,35,84,1
41,3,1073.6,380.89,32.547,76.168,1
42,3,1072,380.47,33.396,76.396,1
43,3,1070.1,380.23,34.38,76.471,1
44,3,1068.1,380.01,35.323,76.486,1
45,3,1066.5,379.65,36.34,76.713,1
46,3,1064.7,378.91,37.483,77.066,1
47,3,1062.4,378.01,38.509,77.539,1
48,3,1060.1,377.28,39.353,78.263,1
49,3,1058.7,376.22,39.717,78.987,1
50,3,1057,368,35,84,1
10,4,28,227,21,50,1
11,4,30.055,228.83,17.65,46.937,1
12,4,30.598,229.11,17.688,46.997,1
13,4,30.704,229.36,17.681,47.031,1
14,4,30.906,229.65,17.654,47.038,1
15,4,31.332,229.57,17.598,47.053,1
16,4,31.408,229.44,17.65,47.083,1
17,4,31.135,229.57,17.65,47.01,1
18,4,30.69,229.46,17.625,47.036,1
19,4,30.222,229.51,17.669,46.982,1
20,4,30,226,23,55,1
21,4,29.196,229.32,19.383,51.649,1
22,4,28.934,229.56,19.46,51.755,1
23,4,29.165,229.47,19.382,51.666,1
24,4,29.25,229.07,19.373,51.667,1
25,4,28.932,228.67,19.426,51.662,1
26,4,28.665,228.42,19.512,51.693,1
27,4,29.024,228.39,19.408,51.597,1
28,4,29.542,228.39,19.351,51.653,1
29,4,29.738,228.43,19.465,51.632,1
30,4,30,226,23,55,1
31,4,31.698,228.22,20.464,51.441,1
32,4,32.012,228.17,20.504,51.496,1
33,4,32.255,228.16,20.44,51.501,1
34,4,32.451,228.3,20.467,51.455,1
35,4,32.505,228.32,20.419,51.549,1
36,4,32.344,228.43,20.49,51.607,1
37,4,32.291,228.4,20.455,51.51,1
38,4,32.247,228.42,20.468,51.531,1
39,4,31.842,228.3,20.523,51.501,1
41,4,30.81,228.17,20.474,51.521,1
42,4,30.654,228.07,20.456,51.552,1
43,4,30.271,227.82,20.407,51.57,1
44,4,29.584,227.67,20.52,51.593,1
45,4,29.641,227.79,20.459,51.632,1
46,4,29.612,227.72,20.464,51.644,1
47,4,28.935,227.42,20.525,51.589,1
48,4,28.65,226.72,20.475,51.61,1
49,4,28.853,226.26,20.518,51.575,1
