1,1,672,603,21,50,52.434
1,2,1144,603,21,50,44.424
1,3,582,586,30,71,90.979
2,4,672,603,21,50,52.434
2,5,1144,603,21,50,44.424
2,6,582,586,30,71,90.979
3,7,672,603,21,50,47.515
3,8,1144,603,21,50,39.51
3,9,582,586,30,71,84.862
4,10,672,603,21,50,53.11
4,11,992,83,21,50,0.48274
4,12,1140,602,23,55,51.016
4,13,582,586,30,71,91.208
5,14,664,599,21,50,6.7233
5,15,672,603,21,50,66.042
5,16,696,579,21,50,42.862
5,17,1140,602,23,55,59.706
5,18,580,594,25,59,79.736
6,19,992,83,21,50,4.4242
6,20,664,597,23,55,28.492
6,21,580,594,25,59,72.519
6,22,1136,599,25,59,21.585
6,23,768,198,42,100,3.507
7,24,572,571,35,84,67.295
8,25,576,597,23,55,44.39
8,26,565,570,25,59,9.998
8,27,1130,595,27,65,12.535
9,28,576,597,23,55,69.669
9,29,659,602,23,55,31.498
9,30,1130,595,27,65,18.379
10,31,655,602,23,55,20.409
10,32,565,571,35,84,64.99
11,33,576,599,21,50,47.068
11,34,655,597,23,55,4.0363
11,35,1067,579,32,77,20.719
12,36,570,580,27,65,41.761
13,37,1000,71,21,50,10.725
13,38,568,584,23,55,31.469
14,39,564,559,27,65,41.793
14,40,265,462,30,71,5.5979
14,41,839,128,32,77,21.578
15,42,559,541,30,71,74.42
15,43,570,547,30,71,6.8229
16,44,644,547,21,50,17.443
16,45,564,533,27,65,86.116
16,46,776,190,42,100,16.576
17,47,568,523,23,55,80.62
17,48,776,174,42,100,6.7455
18,49,568,507,21,50,73.023
18,50,1098,493,32,77,8.4608
19,51,1100,495,21,50,69.75
19,52,564,476,27,65,66.315
19,53,271,377,30,71,6.3861
20,54,568,471,21,50,78.24
20,55,1098,456,32,77,26.077
21,56,752,427,21,50,16.263
21,57,564,440,27,65,83.763
21,58,271,344,32,77,6.9868
21,59,1092,437,32,77,23.953
22,60,1108,419,21,50,16.505
22,61,563,436,23,55,70.104
22,62,1088,444,23,55,38.006
22,63,274,331,27,65,9.7257
23,64,564,423,21,50,74.641
23,65,275,327,23,55,10.36
23,66,1088,431,23,55,40.674
24,67,720,383,21,50,15.333
24,68,1156,451,21,50,6.8518
24,69,275,313,23,55,5.4058
24,70,1079,414,23,55,8.8348
24,71,565,399,25,59,81.672
24,72,704,1,42,97,5.2841
25,73,788,295,21,50,27.87
25,74,564,383,27,65,99.628
25,75,276,281,30,71,28.471
26,76,1084,403,21,50,14.548
26,77,280,284,25,59,13.591
26,78,565,375,25,59,122.78
26,79,1155,422,25,59,10.658
26,80,777,585,32,77,61.016
26,81,925,60,32,77,27.202
27,82,280,283,21,50,30.336
27,83,1079,379,23,55,43.737
27,84,1157,414,23,55,6.7397
27,85,565,365,25,59,93.82
27,86,780,578,35,84,2.1769
28,87,1074,375,23,55,66.513
