1,-1,544,147,21,50,72.133
1,-1,872,207,21,50,53.542
1,-1,1012,191,21,50,70.213
1,-1,1088,159,21,50,87.382
1,-1,1108,139,21,50,40.832
1,-1,1065,152,23,55,52.549
1,-1,889,189,25,59,65.166
1,-1,899,251,25,59,38.083
1,-1,1094,70,25,59,35.728
1,-1,499,23,32,77,9.866
2,-1,544,147,21,50,47.435
2,-1,868,207,21,50,60.398
2,-1,1008,191,21,50,63.871
2,-1,1088,159,21,50,43.343
2,-1,1100,139,21,50,25.208
2,-1,1108,139,21,50,26.484
2,-1,1065,152,23,55,76.493
2,-1,1092,73,23,55,28.204
2,-1,889,189,25,59,50.607
2,-1,502,25,27,65,28.079
2,-1,894,218,39,92,44.795
3,-1,536,147,21,50,52.114
3,-1,544,155,21,50,44.213
3,-1,868,211,21,50,56.283
3,-1,1008,191,21,50,86.085
3,-1,1084,159,21,50,54.585
3,-1,1100,139,21,50,57.266
3,-1,1061,152,23,55,80.945
3,-1,884,189,25,59,42.346
3,-1,894,251,25,59,38.777
3,-1,1089,75,25,59,58.469
4,-1,532,147,21,50,47.903
4,-1,540,155,21,50,51.085
4,-1,864,211,21,50,59.572
4,-1,884,191,21,50,71.821
4,-1,984,195,21,50,18.576
4,-1,1004,191,21,50,82.022
4,-1,1064,155,21,50,58.582
4,-1,1080,159,21,50,55.947
4,-1,1088,75,21,50,41.157
4,-1,1096,139,21,50,37.495
4,-1,1104,143,21,50,5.9357
4,-1,493,23,32,77,31.526
4,-1,887,218,39,92,46.068
5,-1,532,147,21,50,66.778
5,-1,540,147,21,50,20.187
5,-1,860,207,21,50,68.617
5,-1,1000,191,21,50,56.535
5,-1,1060,155,21,50,71.965
5,-1,1076,159,21,50,86.608
5,-1,1088,139,21,50,44.855
5,-1,1096,139,21,50,28.276
5,-1,880,189,25,59,69.818
5,-1,889,251,25,59,24.811
5,-1,493,23,32,77,10.04
6,-1,528,147,21,50,43.099
6,-1,536,151,21,50,41.758
6,-1,860,207,21,50,92.854
6,-1,980,191,21,50,47.503
6,-1,1000,191,21,50,58.685
6,-1,1056,151,21,50,60.938
6,-1,1076,159,21,50,65.175
6,-1,878,191,23,55,99.273
6,-1,1083,73,23,55,74.662
6,-1,1087,134,23,55,25.03
6,-1,487,17,32,77,12.214
7,-1,496,43,21,50,8.6188
7,-1,532,151,21,50,55.435
7,-1,860,207,21,50,84.543
7,-1,980,191,21,50,33.255
7,-1,996,191,21,50,61.774
7,-1,1052,151,21,50,79.724
7,-1,1060,159,21,50,6.8474
7,-1,1072,159,21,50,65.133
7,-1,1088,135,21,50,33.705
7,-1,875,189,25,59,103.08
7,-1,1080,70,25,59,76.408
7,-1,875,227,35,84,42.172
8,-1,528,147,21,50,40.139
8,-1,856,207,21,50,88.079
8,-1,980,191,21,50,49.343
8,-1,996,191,21,50,65.049
8,-1,1008,163,21,50,9.1416
8,-1,1072,159,21,50,73.819
8,-1,1096,139,21,50,44.51
8,-1,1052,152,23,55,41.284
8,-1,875,189,25,59,104.45
8,-1,1080,70,25,59,69.924
8,-1,875,227,35,84,49.438
9,-1,860,207,21,50,69.602
9,-1,980,191,21,50,58.749
9,-1,996,191,21,50,52.79
9,-1,1056,151,21,50,50.655
9,-1,1076,159,21,50,62.174
9,-1,1084,139,21,50,23.595
9,-1,1096,139,21,50,64.853
9,-1,528,147,23,55,4.7679
9,-1,1061,56,23,55,7.345
9,-1,875,189,25,59,92.864
9,-1,1080,70,25,59,69.584
9,-1,875,227,35,84,48.174
10,-1,528,147,21,50,26.676
10,-1,856,211,21,50,69.312
10,-1,980,191,21,50,70.67
10,-1,1000,191,21,50,57.141
10,-1,1064,59,21,50,11.7
10,-1,1076,159,21,50,84.148
10,-1,1088,139,21,50,35.109
10,-1,1096,139,21,50,52.842
10,-1,869,191,23,55,6.7308
10,-1,878,191,23,55,68.99
10,-1,1057,152,23,55,50.425
10,-1,1080,70,25,59,75.721
11,-1,856,211,21,50,88.828
11,-1,980,191,21,50,67.466
11,-1,1076,159,21,50,73.806
11,-1,1084,139,21,50,4.1282
11,-1,873,191,23,55,84.075
11,-1,1057,152,23,55,57.487
11,-1,1092,139,23,55,58.293
11,-1,1084,70,25,59,70.282
11,-1,491,21,30,71,12.319
11,-1,881,233,32,77,46.202
12,-1,528,147,21,50,45.41
12,-1,980,191,21,50,77.131
12,-1,1000,191,21,50,33.221
12,-1,1076,159,21,50,70.935
12,-1,1088,139,21,50,51.689
12,-1,1096,139,21,50,38.351
12,-1,856,209,23,55,69.1
12,-1,878,191,23,55,94.14
12,-1,1057,152,23,55,65.928
12,-1,1083,73,23,55,60.898
12,-1,491,13,39,92,12.456
12,-1,879,226,39,92,40.902
13,-1,528,151,21,50,53.909
13,-1,860,211,21,50,91.189
13,-1,980,191,21,50,73.676
13,-1,1000,191,21,50,30.811
13,-1,1056,155,21,50,68.187
13,-1,1076,159,21,50,68.769
13,-1,1088,139,21,50,66.318
13,-1,1096,143,21,50,73.318
13,-1,1104,143,21,50,10.419
13,-1,878,191,23,55,64.729
13,-1,1087,73,23,55,59.289
13,-1,886,252,27,65,32.871
13,-1,493,23,32,77,27.559
14,-1,524,147,21,50,38.684
14,-1,860,211,21,50,84.858
14,-1,980,195,21,50,71.87
14,-1,1060,155,21,50,69.289
14,-1,1076,159,21,50,57.409
14,-1,1088,139,21,50,67.786
14,-1,1096,139,21,50,38.881
14,-1,1083,73,23,55,52.383
14,-1,875,189,25,59,68.923
14,-1,493,23,32,77,1.9115
14,-1,882,227,35,84,49.562
15,-1,524,147,21,50,64.596
15,-1,860,211,21,50,85.495
15,-1,980,191,21,50,58.233
15,-1,1004,191,21,50,40.747
15,-1,1076,159,21,50,41.856
15,-1,1088,139,21,50,55.498
15,-1,1104,143,21,50,14.838
15,-1,873,191,23,55,71.304
15,-1,1061,156,23,55,62.654
15,-1,1087,73,23,55,59.599
15,-1,493,23,32,77,30.92
15,-1,882,234,35,84,40.113
16,-1,524,147,21,50,102.65
16,-1,860,211,21,50,96.678
16,-1,980,191,21,50,67.622
16,-1,1000,191,21,50,63.205
16,-1,1076,159,21,50,53.314
16,-1,1092,139,21,50,54.153
16,-1,1100,143,21,50,23.521
16,-1,873,191,23,55,71.507
16,-1,1057,152,23,55,60.727
16,-1,1083,73,23,55,58.727
16,-1,493,23,32,77,30.721
17,-1,528,147,21,50,64.964
17,-1,860,211,21,50,121.77
17,-1,876,191,21,50,66.972
17,-1,984,191,21,50,57.941
17,-1,1004,195,21,50,49.46
17,-1,1088,139,21,50,43.566
17,-1,1096,139,21,50,51.64
17,-1,1104,143,21,50,25.544
17,-1,1061,152,23,55,60.714
17,-1,497,21,30,71,30.185
17,-1,887,253,30,71,10.606
18,-1,528,147,21,50,61.522
18,-1,860,211,21,50,123.99
18,-1,880,191,21,50,50.584
18,-1,984,195,21,50,54.907
18,-1,1092,139,21,50,46.49
18,-1,1100,143,21,50,70.637
18,-1,1004,191,23,55,74.467
18,-1,1017,165,23,55,13.116
18,-1,1065,152,23,55,46.104
18,-1,499,23,32,77,25.668
19,-1,528,151,21,50,104.61
19,-1,860,211,21,50,109.9
19,-1,988,195,21,50,35.825
19,-1,1084,159,21,50,33.441
19,-1,1092,75,21,50,60.023
19,-1,1092,139,21,50,67.704
19,-1,1100,139,21,50,60.73
19,-1,878,191,23,55,31.076
19,-1,1004,191,23,55,46.139
19,-1,1065,152,23,55,56.689
19,-1,499,23,32,77,37.524
19,-1,888,252,32,77,45.575
20,-1,528,151,21,50,90.04
20,-1,860,211,21,50,130.52
20,-1,984,191,21,50,35.117
20,-1,1092,139,21,50,46.227
20,-1,1096,71,21,50,10.071
20,-1,1100,139,21,50,51.611
20,-1,1108,143,21,50,30.325
20,-1,878,191,23,55,42.096
20,-1,1004,191,23,55,56.021
20,-1,1061,152,23,55,52.543
20,-1,499,23,32,77,26.308
20,-1,888,252,32,77,38.325
21,-1,524,151,21,50,82.681
21,-1,860,211,21,50,74.375
21,-1,984,195,21,50,87.009
21,-1,1004,191,21,50,64.45
21,-1,1060,155,21,50,37.974
21,-1,1080,163,21,50,47.548
21,-1,1092,139,21,50,50.706
21,-1,1100,143,21,50,50.539
21,-1,875,189,25,59,67.741
21,-1,499,23,32,77,33.881
21,-1,888,252,32,77,41.132
22,-1,524,151,21,50,127.35
22,-1,876,191,21,50,82.559
22,-1,984,191,21,50,59.264
22,-1,1004,191,21,50,34.803
22,-1,1092,139,21,50,65.422
22,-1,1100,143,21,50,4.49
22,-1,856,209,23,55,84.969
22,-1,1061,152,23,55,36.167
22,-1,886,252,27,65,14.415
22,-1,499,23,32,77,29.465
