1,-1,945,332,32,77,21.98
1,-1,1138,409,35,84,73.112
1,-1,1154,410,39,92,121.61
2,-1,32,231,21,50,37.077
2,-1,942,348,35,84,59.896
2,-1,1138,409,35,84,60.634
2,-1,1151,416,35,84,104.89
3,-1,939,357,32,77,59.126
3,-1,945,332,32,77,42.478
3,-1,1156,425,32,77,25.037
3,-1,1144,409,35,84,110.13
4,-1,939,357,32,77,55.759
4,-1,945,332,32,77,43.689
4,-1,1137,406,32,77,102.84
4,-1,1151,416,35,84,75.577
5,-1,30,226,23,55,56.629
5,-1,1125,406,32,77,17.903
5,-1,1138,409,35,84,100.72
6,-1,574,159,32,77,23.128
6,-1,942,328,35,84,39.718
6,-1,1131,402,35,84,86.752
7,-1,26,226,23,55,31.821
7,-1,1131,406,32,77,91.442
8,-1,28,231,21,50,23.58
8,-1,1131,402,35,84,99.34
9,-1,28,227,21,50,29.179
9,-1,945,357,32,77,46.558
9,-1,1131,402,35,84,112.32
10,-1,939,332,32,77,36.215
10,-1,945,357,32,77,100.84
10,-1,1125,395,39,92,118.89
11,-1,939,332,32,77,35.567
11,-1,945,357,32,77,111.69
11,-1,1124,402,35,84,96.429
12,-1,28,227,21,50,20.792
12,-1,576,187,21,50,10.657
12,-1,939,326,32,77,27.748
12,-1,945,357,32,77,63.661
12,-1,1125,395,39,92,75.351
13,-1,939,326,32,77,57.792
13,-1,951,357,32,77,80.492
13,-1,1125,400,32,77,71.479
14,-1,28,227,21,50,29.546
14,-1,949,360,30,71,74.727
14,-1,939,326,32,77,47.264
14,-1,1124,395,35,84,91.499
15,-1,939,326,32,77,48.534
15,-1,951,357,32,77,72.15
15,-1,1124,395,35,84,94.01
16,-1,30,226,23,55,16.066
16,-1,939,326,32,77,36.527
16,-1,951,357,32,77,82.834
16,-1,1125,395,39,92,109.21
17,-1,580,187,21,50,18.551
17,-1,30,226,23,55,15.73
17,-1,945,331,25,59,30.319
17,-1,599,60,32,77,16.146
17,-1,951,357,32,77,71.449
17,-1,1117,395,35,84,94.899
18,-1,30,226,23,55,15.085
18,-1,940,331,25,59,45.045
